series,objective,origin,point_id,anchor,period_ps,sha256,data_path_ps,driver_adjust_ps,boundary_delay_ps,area_um2,power_uw,formal,own_delay_area_pareto,own_delay_power_pareto,combined_delay_area_pareto,combined_delay_power_pareto
Genus G0,,original five,orig_t0,,946.865,8b90bf6dc57389a185d9a671f16abb2d7c5abaebff3faf7edc4711443db02ab2,944.6000,2.0000,946.6000,108.825000,180.375000,PASS,True,True,False,False
Genus G0,,original five,orig_t1,,1010.0,cdd7d34a8a2b9a20f999e6633c8a656a724d51e025e409e2fa37017aa7f7e7fe,1006.2000,3.8000,1010.0000,107.379000,178.299000,PASS,True,True,False,False
Genus G0,,original five,orig_t2,,1046.535,500f08449633b535cbf5b429db199bb03b92cdcb0b08da00a615241b36fa7f3a,1041.7000,3.8000,1045.5000,106.411000,178.391000,PASS,True,False,False,False
Genus G0,,original five,orig_t3,,1096.3700000000001,2b1cb92e4d66fdf16758b6a735e196fa7be928f18a8f72b79aecf21c58abf2ad,1093.8000,2.6000,1096.4000,103.833000,174.690000,PASS,True,True,False,False
Genus G0,,original five,orig_t4,,1146.205,f7a1ae0d962b1152152aadfe8cfb5f7f4b0858a71be927018448778ebdc696e6,1143.0000,3.2000,1146.2000,97.499000,165.057000,PASS,True,True,False,False
Genus G0,,additional high-effort sweep,s00_p875,,875.0,f010c86c2b6ad7142d73a4112b009b863018d2ef8126faf39145e94fc58ab262,872.4000,2.0000,874.4000,114.272000,188.892000,PASS,True,False,False,False
Genus G0,,additional high-effort sweep,s01_p900,,900.0,5c049145dc3ec179ab9609c743b0963b553b466bbed5c608acbd252014f373f6,895.7000,2.0000,897.7000,114.575000,188.869000,PASS,False,False,False,False
Genus G0,,additional high-effort sweep,s02_p920,,920.0,f9266d4215974d7d27cb7daba171cc80bd4636d25ab17a139b6f973fd0fcee6d,915.3000,2.0000,917.3000,115.007000,189.154000,PASS,False,False,False,False
Genus G0,,additional high-effort sweep,s03_p935,,935.0,48747275a947c6c82c704052e13df08e1b327553c8fc73432db668cae477f1a6,930.0000,2.0000,932.0000,112.686000,186.586000,PASS,True,True,False,False
Genus G0,,additional high-effort sweep,s04_p800,,800.0,6df8e5b22319adcfd5fc03608cffb32d943ee7324e698583de388f201a051945,795.9000,3.2000,799.1000,117.188000,191.903000,PASS,True,True,False,False
Genus G0,,additional high-effort sweep,s05_p825,,825.0,fdbc6280cfe5e4076d729ac286b914d1a2e0dc8dad171efbfcf41ea4b42f4fa2,822.7000,2.0000,824.7000,116.162000,192.030000,PASS,True,False,False,False
Genus G0,,additional high-effort sweep,s06_p850,,850.0,3eb72c380954fc09ffb320f306d7b04ea10d54d228ff84020f20f4bf6112ca2f,845.9000,3.8000,849.7000,114.377000,187.763000,PASS,True,True,False,False
Genus G0,,additional high-effort sweep,s07_p860,,860.0,ee5f00808c520d36d2d759b4570157b4fbed6aa89b3266c180b81e9827781931,857.2000,2.0000,859.2000,116.185000,191.744000,PASS,False,False,False,False
Genus G0,,additional high-effort sweep,s08_p960,,960.0,8f5f816976d755df8a9b5f22c8898af655f7fbb261f9fbba066abee400c97c48,957.3000,2.0000,959.3000,111.741000,184.466000,PASS,False,False,False,False
Genus G0,,additional high-effort sweep,s09_p985,,985.0,6d1af852fda32739de86459921c1c0eef9025a8e8e9c572c8734b52d12f91e77,979.2000,3.2000,982.4000,109.747000,181.767000,PASS,False,False,False,False
Genus G0,,additional high-effort sweep,s10_p1025,,1025.0,9e5d0bae971454a0bb2179e25e3dd98b7142fd5bf705de777e5e9fedd84c8a6f,1019.1000,3.2000,1022.3000,107.122000,178.611000,PASS,True,False,False,False
Genus G0,,additional high-effort sweep,s11_p1070,,1070.0,a22613ef28442130a8f47e851cff9a8083d8bfc457b06a861aae52e38f8fdef4,1065.5000,3.2000,1068.7000,105.862000,176.573000,PASS,True,True,False,False
Genus G0,,additional high-effort sweep,s12_p1120,,1120.0,2dbabfe3bc0feb872bbf0f01ee53569b419ef2de5216b9ee3831cd09ef0f5b2a,1116.5000,3.2000,1119.7000,101.372000,169.691000,PASS,True,True,False,False
Genus G0,,additional high-effort sweep,s13_p1190,,1190.0,fa60e51f4f1b7baa52329fc46f256582b722de63f3502071d5acea8e10dc55d4,1152.7000,2.0000,1154.7000,104.894000,176.210000,PASS,False,False,False,False
Genus G0,,additional high-effort sweep,s14_p1250,,1250.0,7c3b73abd000455ed09508e98b1319d376a9b3ddd58fd2f91a15c4a4d42aff04,1226.9000,2.3000,1229.2000,108.953000,182.644000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_000,p0800,,a033549a68f4a2a6fe9e569b2c78e8d8fa79652a3df5a6d5786627a9727db471,662.8000,4.5000,667.3000,118.203000,193.773000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_001,p0800,,57ddf69b7f0f6c8fa8fe318f41a4f2078f20fef9848ff5e23b329de95ce80d1c,669.4000,2.0000,671.4000,117.760000,193.053000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_002,p0800,,7102fa6f6dde94dda288d3eacf78553f6c6676644c34bca2ef3ff971189797e4,677.8000,2.0000,679.8000,117.725000,193.061000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_003,p0800,,967ffbd0a223c4e77e0d0fa80ac25823f9f86a1d77b047cfc54eda12a8c3740a,678.1000,2.0000,680.1000,117.456000,192.683000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_004,p0800,,595ffa3679aa80233d1e6c19095fac16ce90f8c9fbcbf02875d0092278c9d7ed,678.1000,2.0000,680.1000,117.456000,192.691000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_005,p0800,,a87c4b4d121bb275f5a1787a7ad3b38a9f9f50f0ed19390924373672dec85034,678.1000,2.0000,680.1000,117.456000,192.695000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_006,p0800,,326db8392776758d605a7e8e5f93aba87417873ca793b0cdbced1315a06a562c,678.1000,2.0000,680.1000,117.456000,192.695000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_007,p0800,,e74cb01af7030505a0b5440e94db8452792540f9a05f736e1b3a5ff78dbee145,678.1000,2.0000,680.1000,117.456000,192.691000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_008,p0800,,814311b2ea05f39d4e1e564a3b26f332abbc47831e1cdf275ab6ac5a2fef0391,678.1000,2.0000,680.1000,117.456000,192.700000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_009,p0800,,f4d067c32809310e96bc9b2eccb7e53b299c46d16f76d86295c827b3a80d59aa,678.1000,2.0000,680.1000,117.456000,192.696000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_010,p0800,,01de8afa6f364c19200c5b2132d4c6b6cf27e6d81cc1d879e6fd99622567940b,678.1000,2.0000,680.1000,117.468000,192.619000,PASS,False,True,False,True
Iterative,D×A,single D×A objective candidate archive,archive_011,p0825,,ca950b86cb71d849ac544334546417486c362c57b06d2471ed08aff850994c57,708.5000,4.0000,712.5000,117.177000,193.995000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_012,p0825,,2b79a92dc5bf45ea225782282755ce833a0f92e1d0015225f32efd7a717b201d,708.8000,4.0000,712.8000,117.095000,193.831000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_013,p0825,,0136bb3d07b9b7b77988970aee7298802dc3a5cdb533a4cb08d88154c2e868ad,710.3000,4.0000,714.3000,117.095000,193.847000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_014,p0825,,55e9091920a6089531e10ebe6f0925ec5f98c28b164403646d545a876dd876db,711.1000,4.0000,715.1000,117.037000,193.766000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_015,p0850,,2b37cd4ab0473d90f7fa3da1e34b742961103fc9aa6d00fccd6c4ace94b9fab4,713.1000,3.5000,716.6000,115.007000,188.817000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_016,p0850,,4da6cffdcfd30b0a9a6ae5ce3c5c6a4644eaa744d8f45cd3f91554a12c825f97,714.4000,3.5000,717.9000,115.007000,188.837000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_017,p0850,,44f86580d7b661d6a1c17bc03a7c901c25189ec7ae516f001a79f059e7919051,714.4000,3.5000,717.9000,115.007000,188.838000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_018,p0850,,260ba1317912ea929d4566af3a61a5827ae6aef41ab178dfac1d4970ffc741d8,714.6000,3.5000,718.1000,115.007000,188.846000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_019,p0850,,fc5cd3eca12d339d40a7e94f88adb6b40122e94aa7940a33667a680e55c1c0b4,714.6000,3.5000,718.1000,115.007000,188.847000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_020,p0850,,6654e4386270be4c3441cc92931485e9fcf1a0f4634b21c084fbedda650cf89f,721.2000,2.6000,723.8000,115.030000,188.830000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_021,p0850,,1867d5dd21e29b754bd3deb64b96af07815d5216ddbd166f999e6b86ef352d23,722.5000,2.6000,725.1000,115.077000,188.841000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_022,p0850,,073fcc2c62a584a9a054311fd577fa7c4b693da001fd17981f97b1581ca566c8,722.5000,2.6000,725.1000,115.077000,188.845000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_023,p0850,,1d0cb5d94c6c3dfd878ae0c12a2e7c80b0ca98a4d27e8bf824ab36622f27644a,722.5000,2.6000,725.1000,115.077000,188.842000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_024,p0850,,2d3627bc13fbc1f688f4f23ed63873da36867b6ed6a285b88fb06c781f8ea9b8,726.1000,2.6000,728.7000,114.914000,188.582000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_025,p0850,,7c9d2ff164da08e8f9ead634bc449bd4ccee7c6732f6a3a4326bb845bea27530,737.9000,3.5000,741.4000,114.972000,188.580000,PASS,False,True,False,False
Iterative,D×A,single D×A objective candidate archive,archive_026,p0850,,d64624d02a504c52c42bea89f3bb5252be60c5a1c5fa7e4d7dba3aaa9c641072,739.9000,4.0000,743.9000,114.855000,188.454000,PASS,True,True,False,False
Iterative,D×A,single D×A objective candidate archive,archive_027,p0850,,e1a323ffe83190fe19125b457956848852dd4d890672cfcd04fea97d1d5dbc6c,742.6000,2.6000,745.2000,114.867000,188.422000,PASS,False,True,False,True
Iterative,D×A,single D×A objective candidate archive,archive_028,p0935,,fab9b29a51bc242d60abd78613663bd66fab823f432bd88480c37bcdbd8ad08c,799.0000,2.0000,801.0000,113.934000,188.479000,PASS,True,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_029,p0935,,eb5118fe5cbccec1fe3c028d255bf224fecd4d826bd8925104469b65705b7f7f,802.2000,2.0000,804.2000,113.852000,188.338000,PASS,True,True,False,False
Iterative,D×A,single D×A objective candidate archive,archive_030,p0935,,e44dddb9db74e2c0bbcd4e911b935541023a890298c40cd8a87474e4f00d3020,802.9000,2.0000,804.9000,113.619000,188.065000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_031,p0935,,3b6fe5c85dbe34aad781633a3e18b428ef0b6614d885ea9b9b6ec93cbf8335a1,802.9000,2.0000,804.9000,113.619000,188.072000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_032,p0935,,6419b2039f8ad086383e10cec7a4de18a7b141ccdff32ae8edc0acc050c04cf5,802.9000,2.0000,804.9000,113.619000,188.087000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_033,p0935,,d1cfc33c39f6122ce8ee97c810cd38686d9117c23ae0f9264b6938dba6ee370c,802.9000,2.0000,804.9000,113.619000,188.095000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_034,p0935,,e636e24cd7145ed90d0c783e0324f61adf8842356b02bdc0b51473b37b2d9181,802.9000,2.0000,804.9000,113.619000,188.089000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_035,p0935,,4c73f2404a3d088eaf1b29d5b5bb8f01b55c91b2a3c77fa75700f792d7b954c9,802.9000,2.0000,804.9000,113.619000,188.084000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_036,p0935,,5d80fce15f7d23393ddb7b0609d4b517c9299a8a5a036f714e02dcfb0a57f0e9,802.9000,2.0000,804.9000,113.619000,188.078000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_037,p0935,,09fdb6ab09d5ab8292a20a98d42e31a644e381d82da0fab3fb0af05fa99dcf1f,802.9000,2.0000,804.9000,113.619000,188.086000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_038,p0850,,20dfb2e2a142f515646f21ed0b1b79d9cb0de9c0fa40e40ab59af2f620e99be8,808.1000,2.6000,810.7000,114.575000,188.064000,PASS,False,True,False,False
Iterative,D×A,single D×A objective candidate archive,archive_039,p0850,,edd39a7253409fae9e2776cf2a68c836414648d1ae3e07a12ba7aa8389ee30af,814.7000,3.5000,818.2000,114.599000,188.101000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_040,p0850,,595148efbe5d29578fbe7c28960d5bcda27e1440d9643e23aa958f5abced856d,821.8000,3.5000,825.3000,114.564000,188.011000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_041,p0850,,26fb1323ccf0db7980d3c6e2fc0481c3baefc877e05ae6bcbe76102c7965e100,827.4000,3.5000,830.9000,114.552000,187.985000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_042,p0946p865,,abc3621177301c41bb7deb67f30d50b9c1dbc22aa2e27a03f2b119cbabff58b1,819.5000,4.0000,823.5000,109.677000,181.967000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_043,p0946p865,,b92c3d9d4c0f14d23f917ee33885b3e1b39eae6a115cb9e38b785ed3221ff8c2,827.6000,4.0000,831.6000,109.700000,181.844000,PASS,False,True,False,False
Iterative,D×A,single D×A objective candidate archive,archive_044,p0946p865,,e6d5050e676b9fd10e92365c5c8e7a516c20700760a733ccb983363f4042418d,832.3000,4.0000,836.3000,109.455000,181.550000,PASS,True,True,False,False
Iterative,D×A,single D×A objective candidate archive,archive_045,p0946p865,,786d9fb2ced6e56b338180937850e63a98dad063a0aa4b4b7b37918915fc46b9,832.3000,4.0000,836.3000,109.455000,181.558000,PASS,True,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_046,p0946p865,,9dba00ce03ddaf64ac5ffd92e51f487050b67e26ea22b725513a7a7d73fad39f,832.3000,4.0000,836.3000,109.455000,181.555000,PASS,True,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_047,p0946p865,,a57b320d8d630ef1db506b96685e280a75dee7567c968b6769e9be456ec24549,861.8000,4.0000,865.8000,109.420000,181.331000,PASS,True,True,False,False
Iterative,D×A,single D×A objective candidate archive,archive_048,p0946p865,,2a725019b87453c2510b2a95551b0b57560599fd6a9d740c58a6728b5bfc93a8,868.3000,4.0000,872.3000,109.362000,181.244000,PASS,True,True,False,False
Iterative,D×A,single D×A objective candidate archive,archive_049,p1025,,44a79d87643b9d4ae65154678e081cf35d9a32e8f0581bd367041647715dc9c2,897.8000,2.6000,900.4000,108.184000,180.225000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_050,p1025,,f10a573683c4fbac5acb4c315f2a6a5875a3366c8366401e2ed3eb5f3269ff06,897.8000,2.6000,900.4000,108.079000,180.081000,PASS,True,True,True,False
Iterative,D×A,single D×A objective candidate archive,archive_051,p1025,,0c9924124ddd9b95011d213323c0ddbe68e90ad31e7ef4c7682b90e90c3e1030,918.3000,2.6000,920.9000,108.009000,179.994000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_052,p1025,,1b0a6b605640fb9edbf9dc0f6208cf1e55c91028ab89880875ef85575bdf2cbd,918.3000,2.6000,920.9000,108.009000,180.004000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_053,p1046p535,,ab1746ce4c9ecae24f89c56e832c07e32b5dd6cfcaba994223721e74dafcec23,916.9000,2.6000,919.5000,107.285000,179.778000,PASS,True,True,True,False
Iterative,D×A,single D×A objective candidate archive,archive_054,p1070,,50589d903cf55cc981a5240b77a68e9b7e980e90406e7db92b38d310948e6832,944.4000,2.6000,947.0000,106.492000,177.694000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_055,p1070,,006b7db6173c0337303021b2106c6984b4c42e4055f03b10b220ea1af7e9b5d3,946.8000,2.6000,949.4000,106.492000,177.695000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_056,p1096p37,,092d3af66ddcefed0952603eb7e278a6cce23eda4d71f6b4cb65be4d93dd94b4,980.0000,2.6000,982.6000,104.859000,175.980000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_057,p1096p37,,b3ebe6f578ceb8a5b5c3a2351d9914a523fe87d5e76d38967848a7dc043de0cd,981.4000,2.6000,984.0000,104.813000,175.931000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_058,p1096p37,,1f7f237afe78faaf05634c6137c4f97369fe16fe8bf2408ef7c7ecd0e85ed55d,986.8000,2.6000,989.4000,104.754000,175.817000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_059,p1096p37,,df6fc6f273c000961b422459693c71bfb2cd06e7a36b74eed88f79b203e71100,986.8000,2.6000,989.4000,104.754000,175.815000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_060,p1096p37,,042ad0791119a20c007c34b3f30868c92a6566c27f1114fa7173404e16ee6635,994.8000,2.6000,997.4000,104.673000,175.704000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_061,p1096p37,,6b723513c015e417f078bb26ee4dde24580a7eb0c3fa4be3fe05b9dfccd7c08f,994.8000,2.6000,997.4000,104.614000,175.631000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_062,p1096p37,,4c3c29fa628c67a98ab0b219bf6676074d3295b9ee4394e06d16c7125b6ba028,994.8000,2.6000,997.4000,104.591000,175.540000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_063,p1096p37,,61a12fcbc3dd6ea2ddd88bb8eea7d9c8918224cafa1d49b4575203d2b6269c16,1001.6000,2.6000,1004.2000,104.276000,175.050000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_064,p1096p37,,ac538c2dada9c93c39a1dff4ee5a1d7d7ca6ee5b254b87b0a3c63be2903fc281,1009.2000,2.6000,1011.8000,104.230000,175.011000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_065,p1096p37,,3c278ef3e0dd8dcd3b2f076d9c4bcb3397334ab9bb9307a09b036acbf1c19ada,1034.2000,2.6000,1036.8000,104.113000,174.813000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_066,p1146p205,,b27c34acfaf1adb8a3543755ffeeb84a2851b5bd2a470274e8519f94bde96d74,1048.4000,2.6000,1051.0000,98.164000,165.989000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_067,p1146p205,,837f0bca444b2de64d71287831f9b24c3cd4c6cfc6b8fbd6885396a85e6842b9,1051.0000,2.6000,1053.6000,98.048000,165.844000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_068,p1146p205,,33c0b859cac4bf5d65794b6d4da12810abf2d41138d05b9979708beeeb75eaff,1051.0000,2.6000,1053.6000,98.048000,165.850000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_069,p1146p205,,01a228734b141b175104bc2c852a11972fc4e688136ffb35017815b2be03c13a,1051.0000,2.6000,1053.6000,98.048000,165.845000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_070,p1146p205,,7f172e6d0101cc2d0e724b64c3bfe693619160578faca5c7f7c2d8480421850a,1051.0000,2.6000,1053.6000,98.048000,165.845000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_071,p1146p205,,93a5601a4202b33d6f9bd03e893b96249b4373b957d37cadb3678d7078a3817e,1051.0000,2.6000,1053.6000,98.048000,165.847000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_072,p1146p205,,c9d8699057be46ed8c348322eac3c205843934fb544e761bf14a761be2381fda,1051.0000,2.6000,1053.6000,98.048000,165.847000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_073,p1146p205,,60db5fd35aea0e2ad9db262caa5811ff432552f6acf5b525e34c9822f3419b67,1051.0000,2.6000,1053.6000,98.048000,165.852000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_074,p1146p205,,8443348a20658ef5ca991b9aa287f2f289d5683566ab4ff2b0c888e7ecea21f4,1054.8000,2.6000,1057.4000,97.989000,165.747000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_075,p1146p205,,73b029502d3728ebfe1ffea30bb2762832522689e240dd45eff79ea5b2875f40,1055.5000,2.6000,1058.1000,97.989000,165.707000,PASS,False,True,False,True
Iterative,D×A,single D×A objective candidate archive,archive_076,p1146p205,,e645e1bef6b947feb7e146732cbf9acfa2bbbc64709c177a47c6b5a10b00b357,1055.6000,2.6000,1058.2000,97.989000,165.690000,PASS,False,True,False,True
Iterative,D×A,single D×A objective candidate archive,archive_077,p1146p205,,f6d7b4cc07c88099526d1554b1a81bc263485fb87abafba3b1da6132a0537480,1057.9000,2.6000,1060.5000,97.931000,165.647000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_078,p1146p205,,91d7cb6a2cde7ae2ffd9277ce07253d0594918f0f89254676f18ec116f1dc707,1057.9000,2.6000,1060.5000,97.931000,165.647000,PASS,False,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_079,p1146p205,,d4be47a5f4c5d6945e97eef3d825c245896009acff7733d3a002a60799e7ef94,1062.3000,2.6000,1064.9000,97.873000,165.547000,PASS,True,False,True,False
Iterative,D×A,single D×A objective candidate archive,archive_080,p1146p205,,b59afb5b748c3d1c337ea6db96c5ee2189f8401d0c10a732715831203f942487,1057.9000,2.6000,1060.5000,97.908000,165.526000,PASS,True,True,True,True
Iterative,D×A,single D×A objective candidate archive,archive_081,p1146p205,,ec11aa3bc4e3e2c2a767938c00151f14a8dda44281c19564ebce3db010adfe20,1095.5000,2.6000,1098.1000,97.826000,165.493000,PASS,True,True,False,False
Iterative,D×A,single D×A objective candidate archive,archive_082,p1146p205,,059ce6522bb6e674be398eb94116d074238de28f8e39d54cd21b507ff875c081,1099.6000,2.6000,1102.2000,97.803000,165.514000,PASS,True,False,False,False
Iterative,D×A,single D×A objective candidate archive,archive_083,p1146p205,,7e8d7388a4d22908fa6b052ff7bee53116adcbd5a4438d75774c349f91311010,1100.6000,2.6000,1103.2000,97.639000,165.114000,PASS,True,True,False,False
Iterative,D×A,single D×A objective candidate archive,archive_084,p1146p205,,0c3a0bfd16027e9147eda9986a310dd246117c1fc1564997613f328e339d1912,1121.7000,2.6000,1124.3000,97.558000,165.072000,PASS,True,True,False,False
Iterative,D×A,single D×A objective candidate archive,archive_085,p1146p205,,6ee9d1f8b646bbeb164db7e7b5fa9f940096687fd46e761e8ce10eca9cc94208,1129.6000,2.7000,1132.3000,97.348000,164.562000,PASS,True,True,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_000,p0800,,414fb13f9b40e3df8a9bffdc8ac70e5cc63179da84a34e2117be46c2b4d3ab40,684.5000,2.0000,686.5000,117.853000,193.104000,PASS,True,True,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_001,p0800,,855fdd138014e1af1c230a8723497b81a938afd89decf1dadd923b9b22a8df38,686.3000,2.0000,688.3000,117.806000,193.031000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_002,p0800,,bfc939075b8304a8a3bdb404ae4ed6e3ffec9cb5924e004c065d45877adcd267,686.5000,2.0000,688.5000,117.806000,193.050000,PASS,False,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_003,p0800,,ad0e58e4d40d35393fa0cfc5be6facceb5554edfc5d3f9557025e17a99e8b987,686.3000,2.0000,688.3000,117.806000,193.025000,PASS,True,True,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_004,p0800,,7b070cf3607177e1999534c881b353631f9ec9b0a1e03fab0f6f69af17dd7b2f,686.3000,2.0000,688.3000,117.806000,193.051000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_005,p0800,,d90745e315e332ad0eb37b97f423c579d0c2c4ccad0d593f8170f458d5cab276,686.3000,2.0000,688.3000,117.806000,193.052000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_006,p0800,,69f9994254b7ca29c741114f1b3377219b82aa96f7629fdab0cf1b13bebaf95e,686.3000,2.0000,688.3000,117.806000,193.054000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_007,p0800,,689ea0f44dba27b7dd2b15e7668260ea59b1af2813eddc770affe8359ccf64ca,686.3000,2.0000,688.3000,117.806000,193.028000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_008,p0800,,a7b783ff08dce471d36b4592865ff73b063b6b6c33c363cb3f64fa32583b8a8e,686.3000,2.0000,688.3000,117.806000,193.054000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_009,p0800,,c12f0af07052f485e99db5273590ca8e203f4e7e78e2e211081b3741e94542fd,686.3000,2.0000,688.3000,117.806000,193.061000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_010,p0800,,3855644afcb81486743ed198726108b82af1632520b64ee3a49f442d03686a5e,686.3000,2.0000,688.3000,117.806000,193.056000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_011,p0800,,96321da9c00560ae760c6643fefeefa280d225eff4b070ffd82831191edecea7,686.3000,2.0000,688.3000,117.806000,193.056000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_012,p0800,,30afb97ac74ea955398190bed41833630f05199c9890b1eb06ebc5ff2c8ca41d,686.3000,2.0000,688.3000,117.806000,193.062000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_013,p0800,,d9f31bebb273ed401a69643251e9f4e370cd4248dfcb8fbc310c74c1b8c644e5,686.3000,2.0000,688.3000,117.806000,193.067000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_014,p0800,,12729ecb4b01712fe2df4e6a11660ec1976b5c6df6679871e0bdd6830f139565,686.5000,2.0000,688.5000,117.806000,193.067000,PASS,False,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_015,p0800,,02613795fe639a7a96f716d5d313232d5a14760f65a5dc5553787fbcfd2cde56,686.3000,2.0000,688.3000,117.806000,193.058000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_016,p0800,,aea9ec14c00c2bfc38fb9f04a825e0bde0f54407861a7c029487ebd0fa7398fd,686.3000,2.0000,688.3000,117.806000,193.058000,PASS,True,False,False,False
Iterative,D²AP,single D²AP objective candidate archive,archive_017,p0800,,4580b549a216c4aa3ee8ad78de7174137c7755fcc2dd9519782572c70215ab6b,686.3000,2.0000,688.3000,117.806000,193.059000,PASS,True,False,False,False
